category,price_range,weight,processor,operating_system,hard_drive,optical_drive,memory,price
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,250GB,Blu Ray Disc,4GB,939.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,250GB,Blu Ray Disc,4GB,1039.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,250GB,Blu Ray Disc,4GB,909.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,320GB,Blu Ray Disc,4GB,949.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,320GB,Blu Ray Disc,4GB,1109.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,320GB,Blu Ray Disc,4GB,1039.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,320GB,Blu Ray Disc,4GB,899.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,320GB,,3GB,879.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,320GB,,4GB,1199.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,3GB,969.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,4GB,1189.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,320GB,,3GB,959.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,320GB,,4GB,1179.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,,4GB,1129.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,,3GB,1189.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,,3GB,1099.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,,4GB,809.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,,4GB,989.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,,3GB,1129.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,,4GB,1189.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,,3GB,859.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,3GB,829.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,3GB,939.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,4GB,1139.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,,4GB,969.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,,3GB,1059.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,,4GB,1099.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,250GB,,3GB,1029.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,250GB,,4GB,1169.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,4GB,949.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,3GB,1159.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,3GB,1109.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,4GB,1189.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,,3GB,909.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,,4GB,879.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,250GB,,3GB,949.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,250GB,,4GB,889.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,,4GB,879.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,,4GB,949.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,4GB,1039.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,,3GB,1019.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,,3GB,1109.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,,3GB,1089.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,500GB,,4GB,929.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,,4GB,919.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,500GB,,4GB,1129.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,500GB,,3GB,1059.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,500GB,,3GB,1079.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,,3GB,1009.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,500GB,,3GB,999.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,,3GB,989.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,500GB,,3GB,999.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,500GB,,3GB,929.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,500GB,,3GB,1009.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,,3GB,1149.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,500GB,,4GB,1039.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,500GB,,4GB,959.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,,4GB,909.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,,4GB,819.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,500GB,,4GB,1129.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,500GB,,4GB,1029.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,500GB,,4GB,1039.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,320GB,,4GB,849.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,250GB,,4GB,1159.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,500GB,,4GB,1009.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows Vista 64 bit,500GB,,4GB,1079.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,250GB,,4GB,889.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,320GB,,4GB,829.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows Vista 64 bit,320GB,,4GB,939.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows Vista 64 bit,250GB,,4GB,949.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,500GB,,3GB,1149.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,250GB,,3GB,989.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows Vista 64 bit,250GB,,3GB,999.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows Vista 64 bit,500GB,,3GB,1009.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,500GB,,3GB,1039.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,250GB,,3GB,969.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,320GB,,3GB,1019.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,320GB,,3GB,1109.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows Vista 64 bit,320GB,,3GB,839.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows Vista 64 bit,320GB,,3GB,819.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows Vista 64 bit,320GB,,4GB,1199.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,320GB,,4GB,1099.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,320GB,,4GB,979.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,320GB,,3GB,1079.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,320GB,,3GB,979.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 8,320GB,,3GB,819.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 8,320GB,,4GB,1029.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 7,320GB,,3GB,1119.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 7,320GB,,4GB,1019.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows Vista 64 bit,320GB,,4GB,859.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows Vista 64 bit,320GB,,3GB,919.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,250GB,,3GB,879.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows Vista 64 bit,250GB,,3GB,899.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,250GB,,3GB,809.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 8,250GB,,3GB,819.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows Vista 64 bit,250GB,,3GB,939.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 7,250GB,,3GB,1069.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,250GB,,4GB,1069.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 7,250GB,,4GB,809.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,250GB,,4GB,909.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows Vista 64 bit,250GB,,4GB,1199.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 8,250GB,,4GB,919.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows Vista 64 bit,250GB,,4GB,929.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows Vista 64 bit,500GB,,4GB,829.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows Vista 64 bit,500GB,,4GB,1039.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,500GB,,4GB,899.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 8,500GB,,4GB,989.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,500GB,,3GB,859.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 8,500GB,,3GB,949.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows Vista 64 bit,500GB,,3GB,1089.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows Vista 64 bit,500GB,,3GB,1169.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,500GB,,3GB,859.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,500GB,,4GB,989.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 7,500GB,,3GB,1039.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 7,500GB,,4GB,949.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,250GB,DVD-ROM Drive and DVD+-RW,3GB,989.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,500GB,DVD-ROM Drive and DVD+-RW,3GB,819.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,320GB,DVD-ROM Drive and DVD+-RW,3GB,1179.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,320GB,DVD-ROM Drive and DVD+-RW,3GB,1149.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,500GB,DVD-ROM Drive and DVD+-RW,3GB,1189.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,250GB,DVD-ROM Drive and DVD+-RW,3GB,1069.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows Vista 64 bit,500GB,DVD-ROM Drive and DVD+-RW,3GB,1099.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows Vista 64 bit,320GB,DVD-ROM Drive and DVD+-RW,3GB,1179.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows Vista 64 bit,250GB,DVD-ROM Drive and DVD+-RW,3GB,1059.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows Vista 64 bit,500GB,DVD-ROM Drive and DVD+-RW,3GB,1009.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,500GB,DVD-ROM Drive and DVD+-RW,3GB,919.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows Vista 64 bit,320GB,DVD-ROM Drive and DVD+-RW,3GB,1129.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,320GB,DVD-ROM Drive and DVD+-RW,3GB,1099.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,250GB,DVD-ROM Drive and DVD+-RW,3GB,889.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows Vista 64 bit,250GB,DVD-ROM Drive and DVD+-RW,3GB,849.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,500GB,DVD-ROM Drive and DVD+-RW,3GB,909.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,320GB,DVD-ROM Drive and DVD+-RW,3GB,1179.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,250GB,DVD-ROM Drive and DVD+-RW,3GB,1139.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 7,320GB,DVD-ROM Drive and DVD+-RW,3GB,1189.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows Vista 64 bit,320GB,DVD-ROM Drive and DVD+-RW,3GB,989.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 7,500GB,DVD-ROM Drive and DVD+-RW,3GB,949.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows Vista 64 bit,500GB,DVD-ROM Drive and DVD+-RW,3GB,839.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 7,250GB,DVD-ROM Drive and DVD+-RW,3GB,1169.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows Vista 64 bit,250GB,DVD-ROM Drive and DVD+-RW,3GB,1149.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 8,320GB,DVD-ROM Drive and DVD+-RW,3GB,1169.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 8,250GB,DVD-ROM Drive and DVD+-RW,3GB,1029.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 8,500GB,DVD-ROM Drive and DVD+-RW,3GB,1179.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 8,250GB,DVD-ROM Drive and DVD+-RW,4GB,869.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 8,320GB,DVD-ROM Drive and DVD+-RW,4GB,1069.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 8,500GB,DVD-ROM Drive and DVD+-RW,4GB,1049.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows Vista 64 bit,500GB,DVD-ROM Drive and DVD+-RW,4GB,1019.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows Vista 64 bit,250GB,DVD-ROM Drive and DVD+-RW,4GB,969.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows Vista 64 bit,320GB,DVD-ROM Drive and DVD+-RW,4GB,1139.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 7,500GB,DVD-ROM Drive and DVD+-RW,4GB,1069.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 7,320GB,DVD-ROM Drive and DVD+-RW,4GB,859.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Pentium Dual core,Windows 7,250GB,DVD-ROM Drive and DVD+-RW,4GB,1109.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows Vista 64 bit,320GB,DVD-ROM Drive and DVD+-RW,4GB,1029.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows Vista 64 bit,250GB,DVD-ROM Drive and DVD+-RW,4GB,859.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,320GB,DVD-ROM Drive and DVD+-RW,4GB,1159.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,250GB,DVD-ROM Drive and DVD+-RW,4GB,1009.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,320GB,DVD-ROM Drive and DVD+-RW,4GB,869.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,250GB,DVD-ROM Drive and DVD+-RW,4GB,899.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,250GB,DVD-ROM Drive and DVD+-RW,4GB,1129.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,320GB,DVD-ROM Drive and DVD+-RW,4GB,1029.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,250GB,DVD-ROM Drive and DVD+-RW,4GB,1139.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,320GB,DVD-ROM Drive and DVD+-RW,4GB,1079.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows Vista 64 bit,320GB,DVD-ROM Drive and DVD+-RW,4GB,1149.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows Vista 64 bit,250GB,DVD-ROM Drive and DVD+-RW,4GB,849.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 8,500GB,DVD-ROM Drive and DVD+-RW,4GB,849.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows Vista 64 bit,500GB,DVD-ROM Drive and DVD+-RW,4GB,899.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 8,500GB,DVD-ROM Drive and DVD+-RW,4GB,899.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows Vista 64 bit,500GB,DVD-ROM Drive and DVD+-RW,4GB,1109.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Pentium Dual core,Windows 7,500GB,DVD-ROM Drive and DVD+-RW,4GB,1049.0
Studio Laptops,$800 - $1200,Light,Intel Pentium Dual core,Windows 7,500GB,DVD-ROM Drive and DVD+-RW,4GB,909.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,500GB,DVD-ROM Drive and DVD+-RW,4GB,959.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,500GB,DVD-ROM Drive and DVD+-RW,4GB,1099.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,500GB,DVD-ROM Drive and DVD+-RW,4GB,1139.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,250GB,DVD-ROM Drive and DVD+-RW,4GB,879.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,DVD-ROM Drive and DVD+-RW,4GB,939.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,250GB,DVD-ROM Drive and DVD+-RW,4GB,819.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,500GB,DVD-ROM Drive and DVD+-RW,4GB,1019.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,DVD-ROM Drive and DVD+-RW,4GB,979.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,500GB,DVD-ROM Drive and DVD+-RW,4GB,1069.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,250GB,DVD-ROM Drive and DVD+-RW,4GB,929.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,DVD-ROM Drive and DVD+-RW,4GB,1009.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,DVD-ROM Drive and DVD+-RW,4GB,1029.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,DVD-ROM Drive and DVD+-RW,4GB,1129.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,DVD-ROM Drive and DVD+-RW,4GB,969.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,DVD-ROM Drive and DVD+-RW,4GB,1129.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,DVD-ROM Drive and DVD+-RW,4GB,1199.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,DVD-ROM Drive and DVD+-RW,4GB,1039.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,500GB,DVD-ROM Drive and DVD+-RW,4GB,1019.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 7,320GB,DVD-ROM Drive and DVD+-RW,4GB,819.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,DVD-ROM Drive and DVD+-RW,4GB,969.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,DVD-ROM Drive and DVD+-RW,4GB,1059.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,DVD-ROM Drive and DVD+-RW,4GB,909.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,320GB,DVD-ROM Drive and DVD+-RW,4GB,819.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,320GB,DVD-ROM Drive and DVD+-RW,4GB,839.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,DVD-ROM Drive and DVD+-RW,4GB,979.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,320GB,DVD-ROM Drive and DVD+-RW,4GB,819.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,DVD-ROM Drive and DVD+-RW,4GB,1019.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,320GB,DVD-ROM Drive and DVD+-RW,3GB,1009.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,250GB,DVD-ROM Drive and DVD+-RW,3GB,959.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 8,500GB,DVD-ROM Drive and DVD+-RW,3GB,1169.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,250GB,DVD-ROM Drive and DVD+-RW,3GB,929.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,250GB,DVD-ROM Drive and DVD+-RW,3GB,879.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,320GB,DVD-ROM Drive and DVD+-RW,3GB,1189.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,320GB,DVD-ROM Drive and DVD+-RW,3GB,1179.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows Vista 64 bit,500GB,DVD-ROM Drive and DVD+-RW,3GB,959.0
Studio Laptops,$800 - $1200,Desktop Replacement,Intel Core 2 Duo,Windows 7,500GB,DVD-ROM Drive and DVD+-RW,3GB,829.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,320GB,DVD-ROM Drive and DVD+-RW,3GB,1089.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,250GB,DVD-ROM Drive and DVD+-RW,3GB,1109.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,320GB,DVD-ROM Drive and DVD+-RW,3GB,999.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,250GB,DVD-ROM Drive and DVD+-RW,3GB,939.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 8,500GB,DVD-ROM Drive and DVD+-RW,3GB,1049.0
Studio Laptops,$800 - $1200,Ultra Light,Intel Core 2 Duo,Windows 8,500GB,DVD-ROM Drive and DVD+-RW,3GB,1179.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,500GB,DVD-ROM Drive and DVD+-RW,3GB,1109.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,500GB,DVD-ROM Drive and DVD+-RW,3GB,1049.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,320GB,DVD-ROM Drive and DVD+-RW,3GB,1049.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows 7,250GB,DVD-ROM Drive and DVD+-RW,3GB,1129.0
Studio Laptops,$800 - $1200,Light,Intel Core 2 Duo,Windows Vista 64 bit,250GB,DVD-ROM Drive and DVD+-RW,3GB,1079.0
